first_name,middle_initial,last_name,age,gender,zip,education,2017_gross_income_usd,employment_status
Mark,E,Suarez,30,M,10087,some college,210138,food preparation
Mary,S,Xing,97,F,10160,college,98592,retired
Mary,U,Stevens,89,F,10077,some college,183917,retired
Juan,O,Alberts,54,M,10039,below high school,136579,cleaning
Xiaohan,N,Michaels,49,M,10058,college,75871,food preparation
Juan,Y,Suarez,42,M,10020,college,114922,other services
Maria,F,Suarez,71,F,10063,college,89759,retired
Hong,R,Mellis,22,F,10033,below high school,150696,other services
Natalia,M,Stevens,39,F,10187,postgrad,237455,management
Xiaohan,Y,Suarez,79,M,10042,college,163070,retired
Mark,N,Stevens,66,M,10157,below high school,192893,retired
Juan,Y,Roberts,62,M,10192,high school,131909,management
Michael,V,Michaels,83,M,10038,some college,200369,retired
Mark,S,Xing,51,M,10161,high school,224913,other services
Susie,Y,Alberts,96,F,10184,college,62618,retired
Mark,S,Fernandez,83,M,10062,college,114244,retired
Mary,H,Stevens,78,F,10001,high school,89638,retired
Mark,Q,Suarez,23,M,10100,some college,232896,other services
Juan,M,Fernandez,34,M,10155,college,143727,fitness/sports
Abel,E,Fernandez,83,M,10058,college,207487,retired
Alice,F,Roberts,72,F,10133,some college,202872,retired
Alice,M,Fernandez,97,F,10036,high school,106038,retired
Alice,L,Michaels,67,F,10163,below high school,179249,retired
Mark,M,Mellis,63,M,10067,some college,182713,restaurant and hospitality
Mary,X,Suarez,62,F,10173,high school,200770,engineering
John,R,Kim,51,M,10115,below high school,221286,food preparation
John,A,Michaels,27,M,10066,college,74447,cleaning
John,P,Stevens,39,M,10155,postgrad,170102,restaurant and hospitality
Juan,I,Mellis,92,M,10158,postgrad,114789,retired
Hong,K,Suarez,67,F,10009,college,219509,retired
Michael,T,Alberts,33,M,10135,below high school,186192,management
Alice,X,Alberts,57,F,10027,postgrad,86049,education
John,Y,Kim,49,M,10101,high school,91949,transportation
Hong,V,Suarez,61,F,10180,postgrad,158131,food preparation
Mary,J,Xing,93,F,10043,postgrad,182941,retired
Abel,F,Xing,62,M,10054,some college,215042,other
Maria,Z,Suarez,80,F,10009,postgrad,69982,retired
Alice,A,Stevens,59,F,10036,college,219214,other services
Alice,U,Alberts,95,F,10149,high school,141428,retired
Abel,K,Suarez,27,M,10179,college,79019,education
Alice,Y,Fernandez,69,F,10090,college,186734,retired
Susie,Z,Stevens,45,F,10154,college,156965,education
Alice,F,Michaels,56,F,10165,high school,150031,management
Mark,M,Stevens,40,M,10108,high school,225192,industrial
Michael,Z,Suarez,91,M,10187,college,88857,retired
Mark,P,Michaels,28,M,10165,postgrad,126957,unemployed
Natalia,U,Xing,95,F,10096,high school,188050,retired
Susie,U,Suarez,45,F,10159,below high school,150323,accounting
Mary,W,Roberts,65,F,10024,postgrad,113915,other services
Susie,Q,Michaels,71,F,10140,below high school,171195,retired
Maria,Y,Mellis,94,F,10031,some college,233831,retired
Juan,M,Alberts,62,M,10038,postgrad,83837,industrial
Maria,P,Kim,63,F,10158,high school,148130,accounting
Xiaohan,N,Michaels,71,M,10069,college,111713,retired
Abel,H,Kim,81,M,10166,high school,232663,retired
Maria,X,Alberts,72,F,10057,below high school,194488,retired
Mary,P,Stevens,88,F,10054,some college,143587,retired
Xiaohan,G,Michaels,24,M,10078,college,84005,education
Michael,S,Xing,72,M,10046,college,236027,retired
Susie,O,Mellis,85,F,10022,some college,166613,retired
Mark,C,Roberts,46,M,10008,postgrad,77451,restaurant and hospitality
Abel,B,Kim,79,M,10083,some college,76093,retired
Xiaohan,T,Suarez,94,M,10102,below high school,139950,retired
Juan,M,Kim,60,M,10113,college,192818,other
Mark,M,Fernandez,79,M,10136,postgrad,88906,retired
Abel,K,Alberts,69,M,10008,college,118465,retired
Maria,A,Stevens,76,F,10009,college,221138,retired
John,C,Fernandez,40,M,10038,postgrad,147812,accounting
Hong,K,Stevens,36,F,10158,college,166502,food preparation
Natalia,V,Roberts,25,F,10008,below high school,221369,other
Mary,K,Xing,68,F,10094,high school,149378,retired
Susie,K,Mellis,48,F,10150,postgrad,174907,education
Juan,E,Mellis,45,M,10016,below high school,181765,other
Alice,L,Stevens,34,F,10083,postgrad,68401,transportation
Natalia,R,Suarez,56,F,10128,college,222785,food preparation
Hong,J,Fernandez,40,F,10012,some college,224930,engineering
Juan,S,Stevens,73,M,10172,below high school,104470,retired
Xiaohan,A,Mellis,58,M,10096,below high school,154550,transportation
Michael,P,Fernandez,53,M,10155,high school,151545,cleaning
Natalia,Z,Kim,87,F,10046,some college,106625,retired
Abel,H,Mellis,91,M,10029,some college,231171,retired
Mark,C,Mellis,44,M,10106,below high school,129410,accounting
Michael,G,Mellis,68,M,10055,below high school,138218,retired
Mary,F,Kim,48,F,10034,below high school,239498,engineering
Xiaohan,H,Stevens,66,M,10062,high school,86881,retired
Xiaohan,A,Xing,55,M,10095,some college,61280,cleaning
Susie,K,Roberts,94,F,10091,below high school,223613,retired
Michael,M,Stevens,29,M,10017,below high school,208213,other services
Maria,E,Roberts,28,F,10023,postgrad,198278,food preparation
Xiaohan,W,Kim,68,M,10151,high school,118720,retired
Susie,O,Mellis,23,F,10164,high school,206782,fitness/sports
Mary,T,Fernandez,78,F,10052,high school,108777,retired
Maria,A,Mellis,34,F,10156,postgrad,52273,unemployed
Maria,X,Michaels,40,F,10005,college,100143,transportation
Susie,V,Alberts,60,F,10025,below high school,211255,industrial
Natalia,U,Michaels,82,F,10080,high school,220678,retired
Abel,Y,Alberts,94,M,10093,college,75917,retired
Hong,P,Roberts,46,F,10078,some college,52058,transportation
Mark,J,Suarez,82,M,10169,postgrad,142683,retired
Alice,G,Suarez,31,F,10183,below high school,124057,industrial
John,T,Suarez,82,M,10137,college,118265,retired
Hong,W,Stevens,44,F,10176,below high school,240100,food preparation
John,X,Suarez,80,M,10018,high school,207110,retired
Abel,G,Xing,42,M,10066,some college,107401,food preparation
Natalia,B,Stevens,71,F,10053,some college,153902,retired
Juan,Q,Roberts,79,M,10056,college,229419,retired
Xiaohan,N,Roberts,78,M,10016,postgrad,188327,retired
Maria,I,Fernandez,32,F,10098,below high school,172303,fitness/sports
John,N,Suarez,46,M,10109,below high school,77960,cleaning
Abel,I,Alberts,40,M,10199,postgrad,154450,restaurant and hospitality
John,K,Kim,54,M,10180,postgrad,230052,engineering
Hong,O,Suarez,30,F,10112,below high school,175292,management
Mary,O,Xing,75,F,10008,high school,164441,retired
Susie,D,Roberts,56,F,10062,postgrad,64665,cleaning
Susie,A,Michaels,38,F,10126,some college,95635,other
Michael,G,Suarez,73,M,10158,postgrad,149852,retired
Abel,N,Stevens,63,M,10022,below high school,70668,management
Juan,G,Xing,41,M,10040,below high school,202432,fitness/sports
Michael,I,Stevens,50,M,10171,postgrad,105856,accounting
Michael,D,Alberts,44,M,10005,below high school,112598,transportation
Juan,V,Roberts,48,M,10152,below high school,89124,fitness/sports
Abel,V,Michaels,44,M,10071,below high school,90246,unemployed
Maria,E,Alberts,57,F,10120,high school,49919,transportation
Juan,H,Suarez,60,M,10078,high school,75390,engineering
Hong,R,Alberts,62,F,10170,postgrad,119293,industrial
Mark,V,Fernandez,45,M,10056,high school,78151,unemployed
Maria,Q,Michaels,97,F,10067,below high school,137309,retired
Michael,K,Suarez,69,M,10147,high school,184456,retired
Juan,P,Roberts,21,M,10192,college,127743,engineering
Abel,Q,Roberts,44,M,10194,below high school,85712,accounting
Juan,O,Roberts,66,M,10142,college,175314,retired
Susie,O,Suarez,58,F,10030,high school,170963,unemployed
Michael,W,Mellis,79,M,10051,below high school,235145,retired
Hong,G,Xing,55,F,10007,below high school,181802,food preparation
Xiaohan,B,Suarez,84,M,10038,high school,218752,retired
Susie,C,Xing,38,F,10198,below high school,79219,fitness/sports
Susie,A,Roberts,59,F,10031,college,100550,accounting
Hong,O,Alberts,72,F,10152,postgrad,79999,retired
Xiaohan,W,Suarez,89,M,10131,college,184992,retired
John,U,Roberts,96,M,10148,high school,161638,retired
Xiaohan,G,Stevens,55,M,10027,postgrad,233989,fitness/sports
John,W,Fernandez,27,M,10176,below high school,95516,industrial
Alice,I,Alberts,81,F,10120,below high school,108308,retired
Maria,R,Stevens,40,F,10151,some college,221573,other
Alice,D,Stevens,55,F,10066,college,95325,other
Susie,B,Stevens,96,F,10089,some college,104268,retired
Mary,Y,Kim,49,F,10013,college,119032,cleaning
Mark,X,Roberts,32,M,10187,postgrad,87601,transportation
Mark,W,Suarez,79,M,10017,below high school,231867,retired
Susie,K,Michaels,82,F,10020,postgrad,185255,retired
Susie,D,Michaels,83,F,10082,college,122978,retired
Susie,V,Xing,35,F,10090,college,152021,fitness/sports
Susie,D,Kim,84,F,10184,college,241276,retired
Natalia,U,Fernandez,87,F,10155,college,99939,retired
Xiaohan,O,Fernandez,33,M,10153,below high school,146240,industrial
John,S,Roberts,32,M,10076,some college,119384,restaurant and hospitality
Michael,Q,Michaels,85,M,10120,college,113520,retired
Mark,T,Stevens,56,M,10137,below high school,111568,industrial
Alice,Q,Suarez,57,F,10049,postgrad,219561,fitness/sports
Mark,V,Stevens,21,M,10024,below high school,106607,other services
Juan,L,Suarez,64,M,10039,postgrad,132601,cleaning
Alice,D,Suarez,78,F,10107,college,189507,retired
Alice,Z,Alberts,22,F,10052,college,196093,food preparation
Mary,H,Michaels,37,F,10006,high school,46903,transportation
Hong,P,Suarez,62,F,10122,college,66795,food preparation
Xiaohan,K,Mellis,52,M,10095,high school,229404,food preparation
Abel,O,Fernandez,60,M,10111,high school,231348,education
Mark,P,Mellis,86,M,10062,postgrad,153966,retired
Michael,C,Roberts,67,M,10001,college,140351,retired
Xiaohan,Z,Kim,62,M,10001,college,179870,accounting
Xiaohan,D,Suarez,24,M,10084,some college,113378,restaurant and hospitality
Susie,R,Fernandez,27,F,10006,some college,98419,education
Michael,T,Alberts,86,M,10121,below high school,241199,retired
Xiaohan,T,Michaels,97,M,10132,below high school,243375,retired
Juan,C,Roberts,52,M,10042,high school,68875,fitness/sports
Alice,U,Kim,74,F,10099,college,211652,retired
Natalia,N,Xing,33,F,10125,some college,128934,accounting
Susie,R,Suarez,89,F,10175,college,72785,retired
Maria,G,Mellis,58,F,10120,college,224481,fitness/sports
Hong,E,Kim,37,F,10096,postgrad,154323,accounting
Hong,L,Fernandez,95,F,10033,below high school,109684,retired
Abel,R,Fernandez,75,M,10069,some college,242579,retired
Juan,W,Alberts,36,M,10012,college,152502,transportation
Xiaohan,B,Mellis,52,M,10051,high school,95487,fitness/sports
Mark,B,Kim,46,M,10178,below high school,115125,industrial
Xiaohan,J,Roberts,73,M,10140,below high school,191238,retired
Juan,O,Roberts,26,M,10055,college,95575,other services
Maria,D,Michaels,61,F,10036,postgrad,158932,fitness/sports
Hong,Y,Xing,29,F,10157,college,162886,fitness/sports
Michael,A,Roberts,29,M,10013,postgrad,200365,education
Xiaohan,H,Fernandez,58,M,10047,postgrad,249078,industrial
Alice,I,Stevens,46,F,10075,high school,133485,unemployed
Hong,N,Fernandez,71,F,10071,high school,190813,retired
Maria,D,Suarez,25,F,10023,college,200290,industrial
Hong,V,Suarez,36,F,10193,some college,77549,restaurant and hospitality
Susie,Z,Roberts,78,F,10104,some college,122056,retired
Xiaohan,I,Xing,88,M,10019,below high school,244972,retired
Hong,S,Kim,58,F,10064,college,177032,industrial
John,J,Fernandez,84,M,10018,below high school,123214,retired
Susie,Z,Michaels,35,F,10078,below high school,73747,unemployed
Mary,K,Xing,76,F,10036,postgrad,77439,retired
Xiaohan,C,Suarez,50,M,10136,below high school,98680,unemployed
Juan,Q,Suarez,21,M,10037,some college,95894,accounting
Mark,W,Xing,92,M,10198,some college,147490,retired
Susie,N,Roberts,60,F,10063,college,153459,transportation
Maria,Q,Fernandez,43,F,10133,college,213679,other services
Natalia,O,Alberts,67,F,10017,some college,194063,retired
Juan,J,Suarez,49,M,10043,some college,51266,cleaning
Mary,Q,Fernandez,70,F,10057,postgrad,79668,retired
Mary,V,Roberts,86,F,10200,college,204031,retired
Hong,F,Alberts,81,F,10159,high school,120464,retired
Natalia,Y,Stevens,34,F,10042,college,126838,other services
Hong,P,Kim,31,F,10030,some college,156907,food preparation
Michael,V,Xing,87,M,10176,some college,188279,retired
Mark,F,Fernandez,71,M,10073,below high school,107823,retired
Michael,M,Alberts,26,M,10001,high school,192977,other services
Mark,K,Alberts,90,M,10146,high school,109444,retired
Michael,L,Roberts,49,M,10155,below high school,159433,industrial
John,W,Kim,82,M,10142,below high school,181642,retired
Natalia,P,Stevens,92,F,10109,high school,116264,retired
Mary,J,Kim,40,F,10194,some college,89956,restaurant and hospitality
Alice,N,Stevens,96,F,10101,below high school,167553,retired
John,G,Stevens,77,M,10031,postgrad,196246,retired
Maria,D,Stevens,53,F,10193,high school,131240,unemployed
Susie,K,Kim,68,F,10133,some college,171412,retired
Abel,V,Fernandez,54,M,10070,high school,154756,restaurant and hospitality
John,V,Alberts,49,M,10057,some college,101098,cleaning
Maria,Q,Mellis,25,F,10194,high school,165018,other services
Hong,D,Alberts,70,F,10177,postgrad,178949,retired
Xiaohan,R,Kim,86,M,10060,postgrad,105709,retired
Michael,F,Fernandez,64,M,10040,below high school,138106,food preparation
Natalia,V,Mellis,31,F,10053,college,134242,fitness/sports
Maria,H,Xing,93,F,10196,college,162778,retired
Maria,M,Mellis,57,F,10041,college,168284,management
Michael,J,Michaels,48,M,10075,some college,125711,industrial
Hong,E,Stevens,66,F,10022,below high school,93095,retired
Natalia,U,Kim,27,F,10197,below high school,136940,cleaning
Natalia,K,Michaels,40,F,10083,college,84344,other services
Michael,H,Fernandez,94,M,10076,college,157719,retired
Natalia,T,Stevens,96,F,10023,high school,209077,retired
Michael,X,Xing,63,M,10039,some college,52951,unemployed
Mary,T,Kim,31,F,10047,postgrad,102110,cleaning
Maria,F,Suarez,91,F,10112,some college,96902,retired
Natalia,F,Roberts,91,F,10054,college,141642,retired
Mark,M,Roberts,77,M,10133,college,187669,retired
Xiaohan,N,Kim,52,M,10116,some college,181874,transportation
Michael,R,Michaels,26,M,10142,some college,192725,fitness/sports
Alice,S,Mellis,76,F,10151,some college,218047,retired
Mark,Y,Alberts,90,M,10072,postgrad,149813,retired
Mark,K,Kim,30,M,10113,below high school,93958,management
Abel,Y,Mellis,74,M,10155,postgrad,73200,retired
Natalia,I,Alberts,58,F,10119,college,124829,education
Mark,T,Xing,72,M,10017,college,209656,retired
Maria,Y,Michaels,29,F,10036,below high school,176345,fitness/sports
Mark,I,Roberts,35,M,10152,below high school,95340,industrial
Xiaohan,S,Alberts,69,M,10094,below high school,80431,retired
Abel,B,Kim,90,M,10006,college,98544,retired
Maria,F,Suarez,73,F,10048,some college,66292,retired
Juan,S,Alberts,29,M,10125,high school,232872,industrial
John,R,Suarez,76,M,10076,high school,221299,retired
Michael,G,Suarez,27,M,10082,high school,96819,industrial
Natalia,D,Michaels,24,F,10049,postgrad,165963,transportation
Alice,S,Suarez,93,F,10057,college,80146,retired
Natalia,L,Roberts,75,F,10033,below high school,81233,retired
John,J,Michaels,71,M,10026,some college,212724,retired
Xiaohan,K,Alberts,61,M,10172,below high school,234215,management
Juan,O,Xing,32,M,10091,some college,158544,restaurant and hospitality
Xiaohan,L,Suarez,76,M,10124,high school,249260,retired
Hong,R,Michaels,49,F,10166,high school,89366,restaurant and hospitality
Abel,V,Suarez,60,M,10178,below high school,138867,industrial
Hong,V,Michaels,59,F,10075,some college,133092,management
Alice,C,Suarez,95,F,10117,college,99832,retired
Michael,Q,Kim,37,M,10014,some college,64002,cleaning
Mark,M,Roberts,82,M,10118,high school,171707,retired
Alice,N,Roberts,64,F,10123,some college,152199,management
Alice,Z,Alberts,55,F,10121,below high school,208209,other services
Abel,U,Stevens,32,M,10109,postgrad,155126,accounting
Juan,K,Mellis,64,M,10063,high school,131571,other services
Michael,C,Mellis,88,M,10158,some college,126080,retired
Michael,E,Mellis,61,M,10113,college,235561,other
Susie,V,Kim,60,F,10142,some college,81999,unemployed
Susie,R,Kim,33,F,10173,college,148888,accounting
Abel,T,Xing,23,M,10063,college,192017,fitness/sports
Mary,G,Xing,56,F,10133,college,194254,management
Susie,N,Roberts,45,F,10164,some college,100874,cleaning
Natalia,M,Kim,48,F,10154,some college,107975,transportation
Juan,W,Kim,25,M,10108,high school,87194,industrial
Alice,M,Xing,82,F,10055,college,239882,retired
Alice,M,Xing,22,F,10038,postgrad,210629,fitness/sports
Xiaohan,D,Fernandez,53,M,10100,college,154465,engineering
Alice,W,Stevens,91,F,10191,high school,242036,retired
Natalia,F,Xing,56,F,10137,high school,89173,food preparation
Alice,Y,Alberts,93,F,10087,some college,167204,retired
Abel,I,Roberts,65,M,10042,postgrad,130763,industrial
Michael,E,Suarez,34,M,10019,high school,69814,education
Abel,N,Suarez,57,M,10193,high school,247832,fitness/sports
Xiaohan,X,Xing,82,M,10165,college,227742,retired
Xiaohan,R,Alberts,28,M,10170,high school,176929,food preparation
Natalia,E,Xing,85,F,10127,some college,158740,retired
John,O,Stevens,47,M,10029,postgrad,133666,restaurant and hospitality
Abel,G,Roberts,46,M,10194,below high school,102332,cleaning
Hong,G,Roberts,22,F,10158,some college,71725,other services
Xiaohan,A,Fernandez,56,M,10046,some college,144162,engineering
Juan,V,Suarez,57,M,10156,postgrad,121611,restaurant and hospitality
Michael,Q,Stevens,48,M,10053,high school,175919,other
Mary,D,Mellis,51,F,10023,high school,180437,engineering
Alice,X,Michaels,88,F,10162,college,223283,retired
Susie,X,Fernandez,56,F,10030,postgrad,124223,cleaning
Mary,D,Michaels,76,F,10020,below high school,101237,retired
Juan,T,Xing,34,M,10143,below high school,172367,cleaning
Xiaohan,C,Fernandez,49,M,10140,below high school,135494,unemployed
Alice,Z,Alberts,45,F,10126,some college,58421,unemployed
Susie,K,Michaels,21,F,10061,college,236943,accounting
Juan,B,Mellis,77,M,10198,below high school,71956,retired
Xiaohan,D,Alberts,65,M,10104,below high school,99047,industrial
Mark,Q,Mellis,89,M,10013,below high school,187962,retired
Mark,V,Xing,28,M,10153,some college,111683,restaurant and hospitality
Abel,X,Xing,75,M,10084,below high school,92713,retired
Susie,O,Xing,94,F,10199,college,68359,retired
Susie,H,Suarez,54,F,10098,below high school,64008,education
Xiaohan,T,Suarez,83,M,10082,high school,185578,retired
Mary,O,Stevens,68,F,10124,some college,212989,retired
Susie,W,Suarez,33,F,10133,below high school,137190,cleaning
Alice,X,Alberts,74,F,10102,below high school,154117,retired
John,B,Mellis,68,M,10152,below high school,176320,retired
Abel,H,Kim,43,M,10085,below high school,239529,food preparation
Michael,Q,Fernandez,25,M,10052,college,139692,accounting
Natalia,J,Michaels,96,F,10161,high school,75120,retired
Hong,F,Kim,23,F,10140,some college,133075,cleaning
John,W,Stevens,74,M,10083,high school,117236,retired
Maria,I,Stevens,61,F,10163,some college,142131,other
Natalia,S,Alberts,88,F,10031,below high school,129285,retired
Mary,M,Alberts,35,F,10109,college,212465,engineering
Abel,I,Fernandez,36,M,10133,below high school,136002,education
Michael,O,Stevens,38,M,10123,high school,159916,engineering
Juan,A,Kim,70,M,10186,postgrad,179253,retired
Natalia,H,Roberts,85,F,10141,some college,192433,retired
Mark,E,Fernandez,64,M,10169,college,109839,cleaning
Mary,Q,Kim,37,F,10104,below high school,147381,engineering
John,P,Roberts,73,M,10025,college,212448,retired
John,J,Roberts,25,M,10025,below high school,166614,cleaning
Michael,L,Fernandez,62,M,10089,college,182200,other
Abel,Z,Suarez,58,M,10081,college,174964,unemployed
Natalia,M,Xing,21,F,10066,college,193150,food preparation
Michael,H,Mellis,40,M,10095,some college,209067,engineering
John,G,Michaels,50,M,10030,postgrad,68773,unemployed
John,R,Suarez,65,M,10139,college,128976,fitness/sports
Hong,J,Kim,45,F,10182,below high school,170857,accounting
Abel,U,Fernandez,38,M,10013,postgrad,136255,education
Hong,U,Stevens,23,F,10136,college,160702,other services
Alice,F,Alberts,58,F,10081,high school,140626,other services
John,S,Xing,37,M,10185,college,67547,industrial
Xiaohan,H,Fernandez,93,M,10102,college,118328,retired
Juan,O,Xing,93,M,10151,college,69916,retired
Michael,U,Alberts,36,M,10075,high school,69900,unemployed
Mary,A,Xing,53,F,10001,below high school,171270,fitness/sports
Maria,M,Suarez,21,F,10144,postgrad,155084,other
Hong,G,Alberts,89,F,10142,postgrad,156949,retired
Maria,T,Kim,55,F,10042,postgrad,110522,education
Xiaohan,B,Fernandez,77,M,10177,high school,77679,retired
Susie,I,Alberts,78,F,10153,college,146882,retired
John,C,Xing,43,M,10080,high school,88834,accounting
Mary,J,Michaels,39,F,10029,high school,114709,restaurant and hospitality
Xiaohan,X,Stevens,32,M,10053,postgrad,213270,fitness/sports
Michael,E,Roberts,85,M,10011,postgrad,164515,retired
Maria,P,Mellis,93,F,10010,some college,225174,retired
Abel,C,Roberts,21,M,10058,college,94288,engineering
John,L,Suarez,87,M,10176,some college,88862,retired
Susie,K,Suarez,24,F,10002,postgrad,238655,other
John,T,Suarez,31,M,10148,high school,122494,unemployed
Mary,D,Roberts,80,F,10130,below high school,86105,retired
Juan,X,Michaels,85,M,10162,some college,199909,retired
Alice,V,Fernandez,31,F,10002,below high school,222648,other
Susie,H,Xing,79,F,10143,high school,185479,retired
Maria,Q,Michaels,60,F,10029,college,213716,other services
Juan,M,Roberts,87,M,10130,postgrad,191922,retired
Maria,R,Michaels,97,F,10084,some college,200351,retired
Abel,L,Alberts,69,M,10123,postgrad,144420,retired
Alice,H,Suarez,69,F,10173,below high school,162941,retired
Abel,G,Kim,24,M,10200,high school,178929,restaurant and hospitality
Alice,V,Michaels,90,F,10177,college,191696,retired
Alice,S,Suarez,31,F,10007,college,102706,industrial
Mark,Q,Kim,26,M,10114,college,228638,other
Maria,D,Alberts,65,F,10180,below high school,125529,food preparation
Xiaohan,E,Suarez,78,M,10053,college,211251,retired
Maria,O,Fernandez,38,F,10129,below high school,208956,education
Mark,G,Roberts,40,M,10103,postgrad,161850,cleaning
Susie,F,Stevens,49,F,10069,high school,134411,unemployed
Juan,N,Fernandez,92,M,10080,high school,249234,retired
Juan,U,Stevens,25,M,10118,postgrad,190422,management
Abel,C,Michaels,53,M,10098,below high school,240326,other services
Susie,B,Xing,24,F,10163,high school,220258,industrial
Juan,Z,Suarez,90,M,10136,high school,185089,retired
Juan,X,Stevens,94,M,10014,postgrad,70346,retired
John,J,Mellis,23,M,10156,college,185550,education
Natalia,U,Fernandez,32,F,10005,high school,175612,cleaning
John,T,Kim,44,M,10191,postgrad,152643,engineering
Maria,L,Fernandez,43,F,10015,college,120988,transportation
Susie,J,Alberts,81,F,10173,high school,104104,retired
Juan,O,Kim,97,M,10195,below high school,231770,retired
Alice,V,Suarez,24,F,10104,below high school,218039,management
Maria,T,Alberts,57,F,10134,some college,237812,accounting
Hong,Z,Michaels,42,F,10017,high school,193172,other
Maria,J,Mellis,21,F,10192,postgrad,144559,accounting
Susie,K,Stevens,94,F,10173,high school,197878,retired
Juan,E,Suarez,62,M,10174,postgrad,248862,fitness/sports
Susie,X,Kim,29,F,10193,below high school,210809,fitness/sports
Mary,Q,Fernandez,64,F,10181,some college,126563,fitness/sports
Mary,M,Michaels,76,F,10181,college,61975,retired
Mary,G,Roberts,90,F,10143,college,172779,retired
Maria,S,Suarez,51,F,10162,some college,91891,transportation
Susie,R,Roberts,84,F,10170,high school,159549,retired
Susie,Z,Mellis,92,F,10073,postgrad,58747,retired
Alice,X,Xing,21,F,10175,college,143971,unemployed
Michael,R,Kim,87,M,10169,high school,202363,retired
Michael,G,Mellis,56,M,10105,below high school,203105,education
Susie,K,Roberts,87,F,10189,postgrad,157298,retired
John,O,Suarez,88,M,10026,postgrad,190046,retired
Abel,A,Alberts,22,M,10112,postgrad,152160,management
Natalia,N,Michaels,55,F,10130,postgrad,91594,other
Susie,W,Roberts,65,F,10047,below high school,105729,unemployed
Alice,C,Michaels,74,F,10184,some college,236121,retired
Abel,V,Kim,70,M,10099,below high school,249208,retired
Natalia,Q,Fernandez,29,F,10017,below high school,146414,engineering
John,M,Fernandez,44,M,10152,college,111260,transportation
Abel,N,Kim,59,M,10135,postgrad,234583,management
Xiaohan,Y,Fernandez,37,M,10058,high school,108482,education
Mary,Q,Suarez,76,F,10164,postgrad,100189,retired
Xiaohan,Q,Suarez,72,M,10007,below high school,181833,retired
Susie,G,Fernandez,78,F,10150,high school,134754,retired
Xiaohan,V,Kim,92,M,10126,high school,208188,retired
Susie,E,Kim,93,F,10010,below high school,193693,retired
Mary,N,Alberts,91,F,10172,college,149994,retired
Abel,L,Alberts,72,M,10023,high school,175596,retired
Susie,O,Michaels,66,F,10055,below high school,73040,retired
Hong,P,Alberts,50,F,10084,college,112859,engineering
Xiaohan,P,Kim,70,M,10175,below high school,221355,retired
Natalia,H,Suarez,84,F,10004,college,158632,retired
Mark,D,Fernandez,34,M,10004,below high school,193121,food preparation
Hong,Q,Alberts,28,F,10147,postgrad,240865,engineering
John,B,Kim,31,M,10200,college,149855,other services
Xiaohan,Z,Xing,65,M,10144,below high school,85950,other
Juan,K,Kim,82,M,10110,high school,168180,retired
Xiaohan,F,Alberts,45,M,10195,high school,187055,food preparation
Michael,S,Michaels,34,M,10038,below high school,194419,accounting
Juan,N,Kim,86,M,10162,below high school,185086,retired
Abel,W,Fernandez,66,M,10020,high school,94067,retired
Mary,B,Fernandez,30,F,10030,college,57431,cleaning
Juan,E,Mellis,63,M,10153,some college,204618,other services
Susie,Y,Alberts,21,F,10137,college,111186,food preparation
Abel,T,Suarez,27,M,10178,some college,227647,engineering
Maria,K,Fernandez,43,F,10107,postgrad,153015,accounting
Hong,E,Roberts,97,F,10083,college,68594,retired
Maria,G,Mellis,37,F,10110,below high school,153970,restaurant and hospitality
Mark,C,Kim,38,M,10191,high school,158519,restaurant and hospitality
Juan,Q,Stevens,35,M,10023,below high school,189384,food preparation
Xiaohan,L,Xing,97,M,10188,high school,153427,retired
Maria,H,Xing,39,F,10100,high school,51172,transportation
John,P,Xing,79,M,10141,college,153362,retired
Mary,B,Fernandez,79,F,10065,college,236507,retired
Mark,P,Mellis,84,M,10108,college,125004,retired
Maria,P,Roberts,42,F,10049,high school,64975,other services
Natalia,U,Fernandez,90,F,10006,college,76456,retired
Hong,S,Alberts,34,F,10128,some college,66273,fitness/sports
Hong,N,Fernandez,83,F,10083,below high school,99107,retired
John,V,Kim,82,M,10036,below high school,160840,retired
Maria,W,Michaels,27,F,10182,high school,227877,accounting
Michael,B,Roberts,82,M,10145,high school,219193,retired
Michael,A,Suarez,28,M,10157,high school,248385,other services
Natalia,J,Xing,22,F,10096,high school,212083,other
Xiaohan,S,Alberts,43,M,10163,some college,223231,industrial
Juan,S,Mellis,51,M,10078,postgrad,228038,accounting
Alice,W,Suarez,84,F,10004,some college,84819,retired
Hong,V,Suarez,67,F,10132,postgrad,61214,retired
Hong,P,Stevens,55,F,10172,college,163956,other
Mary,Z,Alberts,90,F,10199,high school,236279,retired
John,J,Michaels,63,M,10197,below high school,79710,industrial
Abel,H,Michaels,51,M,10115,some college,175706,other services
Mary,P,Xing,77,F,10133,some college,59056,retired
Hong,A,Alberts,92,F,10140,some college,91631,retired
John,Q,Suarez,25,M,10183,some college,88780,food preparation
Abel,H,Michaels,75,M,10012,postgrad,219989,retired
Mark,E,Fernandez,90,M,10117,below high school,177882,retired
John,A,Xing,77,M,10199,some college,222631,retired
Maria,M,Xing,89,F,10101,postgrad,236631,retired
Xiaohan,G,Kim,77,M,10022,postgrad,95113,retired
Natalia,B,Alberts,69,F,10073,high school,97142,retired
Susie,W,Kim,87,F,10126,some college,120193,retired
Xiaohan,W,Mellis,79,M,10001,college,196947,retired
Mary,Y,Michaels,38,F,10087,high school,162939,cleaning
Mark,W,Mellis,44,M,10136,some college,115968,food preparation
